Text,Language
"тебе придется все это съесть, я думал, тебе нравятся модные вещи, нет, я не хочу жениться на тебе, я хочу домой.",Russian
чтобы моя мать отпустила меня домой Мелисса и Терренс посмотрели друг на друга и хорошо подмигнули.,Russian
"Если это действительно то, чего ты хочешь, я отведу тебя домой, Терренс принял плачущий и несчастный.",Russian
"Нарцис дома в карете она начала глубоко думать о выборе, который она сделала, когда вернулась домой.",Russian
"она побежала обнять свою мать, которая сидела в доме грустная, ни сестра, о моя милая дочь, я думал, что никогда больше тебя не увижу.",Russian
"о, мама, я так тебя люблю, и ты была правильной внешностью, и богатство - это еще не все, золотой хлеб был бесполезен, потому что я не мог есть его и этого человека, хотя.",Russian
"он был красив, он вообще не заботился обо мне, но моя дорогая, ты понимаешь, что именно так ты относился к другим, я знаю, мне очень жаль, как я вела себя, мама, о нет, все в порядке, раз ты видела.",Russian
"в чем была твоя ошибка, давай с того дня накормим тебя чем-нибудь приятным.",Russian
"Нарциса изменила свой образ жизни, сначала она боролась, но постепенно и терпеливо она начала становиться намного лучше.",Russian
Однажды Мелли и Терри снова пришли встретиться с Мариан.,Russian
"О, привет, вы двое, так скажите нам Мэриан.",Russian
"Как' теперь нарциссизм Мэриан рассказал им обоим все, что произошло, и она так сильно изменилась с того времени.",Russian
"Думаю, она не хотела бы больше золотого хлеба, а ты знаешь.",Russian
"Терри вы на самом деле немного похожи на этого ангела, хотя что я вижу, как вы могли быть им, вы двое такие милые",Russian
صفحات للمحررين الذين سجَّلوا خروجهم تعلَّم المزيد هذه الصفحة خالية حاليا.,Arabic
"يمكنك البحث عن عنوانها في الصفحات الأخرى أو
البحث في السجلات (لتعرف إن كانت قد حُذِفَت)،
أو إنشاؤها.",Arabic
نحن جميعًا نبحث عن طرق سريعة لنصبح أكثر طلاقة في اللغة الإنجليزية ، وأنا أعلم أنني أفهم ما يحدث هو أن هناك بضع كلمات تدور حول عقولنا ونحتاج إلى إجراء هذه المحادثة بأكملها باستخدام رائع رائع رائع أو ملحمي ، فما رأيك في ذلك؟ تعلم بعض الكلمات الإنجليزية الجديدة والذكية التي يمكنك استخدامها في حياتك اليومية ورفع مفرداتك في دقائق.,Arabic
لذلك سوف نتعلم اليوم 10 كلمات ذكية جديدة معانيها ، كلمات جذرية وجمل أمثلة لذلك دعونا نبدأ كل من هذا وأنتم تشاهدون.,Arabic
وفي هذا الفيديو سأعطيك 10 كلمات ذكية للاستخدام اليومي وفي نهاية هذا الفيديو.,Arabic
سأقدم لك أيضًا تلميحًا ذكيًا لجعل رقم الكلمات الذكية بطلاقة حقًا.,Arabic
الشخص غارق في الغرق يعني الغرق أو الفيضان ولكن غالبًا ما يستخدم في سياق العمل مثل أنا غارق في العمل لدي الكثير من العمل الذي يجب القيام به ، لقد غمرني العمل هذا الأسبوع بالكامل ، لقد كان لدي وقت بالكاد للتنفس الآن دعنا ننظر إلى جذر هذه الكلمة.,Arabic
المستنقع عبارة عن قطعة من الأراضي الرطبة وإذا خطا شخص ما في المكان الخطأ في مستنقع يمكن أن يغرق بسهولة وصيغة الفعل من المستنقع تعني الغرق ، لذا إليك كيفية استخدام هذه الكلمة.,Arabic
لنفترض أن لديك الكثير من المهام ولديك اختبار قادم وسيأتي أصدقاؤك إليك ويقولون لك.,Arabic
مرحباً ، لماذا لا تتسكع معنا ، يمكنك أن تقول لهم إنني آسف جدًا ولكني غارق في العمل أو أنني غارق في بعض الكلمات الأخرى التي يمكنك استخدامها بدلاً من الغرق ، هل لدي الكثير لكى يفعل.,Arabic
هناك الكثير على لوحي أنا غارق في العمل.,Arabic
أنا غارق في المهام ، الكلمة الذكية الثانية هي catch-22 الآن أنا متأكد من أنك لقد سمعت هذه الكلمة قبل catch-22 تعني موقفًا مستحيلًا لا يمكنك فيه فعل شيء ما لم تفعل الآخر ولا يمكنك فعل الآخر لأنك لم تفعل الشيء الأول.,Arabic
لقد أربكتك ، لذا اسمح لي أن أقدم لك بعض الأمثلة على أن حالة الالتقاط هي عندما لا تحصل على وظيفة دون أن يكون لديك خبرة في العمل.,Arabic
لكن لا يمكنك الحصول على الخبرة حتى تحصل على وظيفة ، وقد صاغ جوزيف هيلر 22 في كتابه الشهير الذي يحمل نفس الاسم catch-22 عندما كان يصف بعض القواعد المتناقضة التي كانت تنطبق على الجنود خلال الحرب العالمية الثانية.,Arabic
مثال آخر على catch-22 هو أنك بحاجة إلى قرض مصرفي لأنك لا تملك ما يكفي.,Arabic
نقودًا ولكنك لن تحصل على هذا القرض المصرفي ما لم تثبت للبنك أن لديك ما يكفي من المال ، لذا تذكر في المرة القادمة التي تواجه فيها موقفًا صعبًا.,Arabic
لاستخدام كلمة catch-22.,Arabic
واحصل على هذه النظرات المثيرة للإعجاب من أصدقائك ، وكلمات أخرى يمكنك استخدامها بدلاً من catch-22 هي مفارقة أو معضلة كلمة ذكية.,Arabic
رقم ثلاثة هو رقيق رقيق رقيق يعني أن تكون متطورًا لتكون مهذبًا ومتوازنًا ورائعًا.,Arabic
"كلمة ""رقيق"" لها أصول عديدة ومختلفة ولكن مصدر واحد مثير للاهتمام للكلمة وهو ما يعني اللطيف أو المذاق الحلو.",Arabic
إنه متوازن ولطيف للغاية خاصة أمام السيدات أو أن باراك أوباما لطيف للغاية ولطيف الآن تذكر عندما تكون في حفلة في المرة القادمة وترى هذا الشخص الذي هو كذلك.,Arabic
مهذب ومثقف ومتطور.,Arabic
لا تنسى أن تقول ، من هو ذلك الرجل اللطيف الموجود في الزاوية ، باستخدام هذه الكلمة سوف يصنع مفرداتك على الفور.,Arabic
رقيق للغاية ، كلمة ذكية رقم أربعة فظيعة ، وكلمة فظيعة تعني شيئًا سيئًا فظيعًا فظيعًا مروعًا وحشيًا مروعًا له جذر لاتيني يسمى.,Arabic
مما يعني الخوف القاسي أو الرهيب بعض الأمثلة على كلمة فظيعة هي حوادث الاغتصاب الأخيرة في دلهي كانت فظيعة أو يتم معاملة السجناء.,Arabic
بطريقة فظيعة أحيانًا في السجون الفظيعة تستخدم أيضًا في الحياة اليومية للحديث عن بعض الأعمال الخاطئة الشائعة وتريد المبالغة فيها.,Arabic
على سبيل المثال ، كانت آداب المائدة فظيعة أو أن إحساسها بالملابس فظيع جدًا أو قواعده فظيعة لذلك في المرة القادمة التي تسمع فيها عن عمل مروع في الأخبار تذكر ذلك.,Arabic
ملاحظة ويقولون إن هذا عمل فظيع.,Arabic
الكلمة الذكية رقم 5 هي هائلة ، ورائعة ، ورائعة ، وتعني مذهلًا مذهلاً.,Arabic
"الآن غالبًا ما نستخدم كلمة رائع هنا "" كلمة أخرى يمكنك استخدامها بدلاً من كلمة رائعة ، على سبيل المثال ، حصلت اليوم على درجة هائلة في اختباري مما يعني أنني حصلت على درجة عالية جدًا أو.",Arabic
حصلت على درجة شبه مثالية ، فكلمة stupendous لها جذور لاتينية كلاسيكية من الكلمة التي تعني.,Arabic
يتم استخدام أن تكون مذهولًا للغاية لوصف شيء جيد بشكل مذهل ، على سبيل المثال تبدو رائعة في هذا الفستان أو ما هو منظر رائع من هذه الشرفة أو أنا أقرأ هذا الكتاب الرائع الذي لا يمكنني أن أخفيه ماذا عنك يخبار.,Arabic
أصدقاؤك هذه القناة الرائعة للطلاب وبعض الكلمات الأخرى التي يمكنك استخدامها بدلاً من الهائلة هي رائعة بشكل لا يصدق أو جيدة بشكل استثنائي ، لذا قبل أن نتابع الكلمات الخمس المتوازنة في هذا الفيديو ، تذكر أن تضع تعليقًا أسفل هذا الفيديو.,Arabic
أن تخبرني أيًا من هذه الكلمات العشر كانت كلمتك الذكية المفضلة رقم ستة في الإصلاح في الإصلاح يعني أن تكون في موقف مزعج ، على سبيل المثال يا فتى أنا في حالة إصلاح لأنني وضعت خططًا مع صديقين مختلفين لهذا مساء.,Arabic
لقد فقدت هاتفي وأنا في إصلاح أو تعطلت حافلتنا هذا الصباح وأنا في إصلاح يلجأ صديقي دائمًا إلي للحصول على المساعدة عندما يكون في إصلاح وعندما يكون الذهاب جيدًا ينسى ذلك.,Arabic
أنا ، لذا في المرة القادمة التي تحصل فيها على واجب الرياضيات المنزلي من المدرسة على سبيل المثال ، وإذا تركت كتاب الرياضيات في المدرسة ، فيمكنك إخبار أصدقائك أنك في حل حقيقي الآن ، فقد تعتقد أن كلمة الإصلاح لها ما تفعله بإصلاح شيء ما.,Arabic
ولكن ليس في الإصلاح يعني أن تكون في موقف مزعج ، وبكلمات أخرى يمكنك استخدامها بدلاً من الإصلاح ، هل أنا في حساء أو أنا m في حالة من الفوضى أو أنا في مكان مزعج أو أنا فقط في مكان ما ، الكلمة الذكية رقم 7 هي flummox flummox تعني إرباك شخص ما.,Arabic
لدرجة أنهم نسوا ما يجب عليهم فعله الآن.,Arabic
عند انعكاسه في المرآة أو كان السائح في حيرة من أمره بسبب العادات المختلفة التي.,Arabic
لقد واجهته أثناء رحلاته أو في مقابلة عندما سُئلت عن سبب تعيينك ، بدت محيرة تمامًا في المرة القادمة إذا كنت مرتبكًا بشأن أي أسئلة على سبيل المثال في امتحان فأنت.,Arabic
يمكن أن أقول ذلك دائمًا لأنني لم لقد استعدت جيدًا للامتحان ، لقد شعرت بالحيرة من بعض الأسئلة ، الكلمات الأخرى التي يمكنك استخدامها بدلاً من الحيرة هي محيرة أو محيرة الكلمة الذكية رقم ثمانية هي موعد موعد التقاء.,Arabic
هي طريقة فرنسية جدًا لقول لقاء أو موعد ، على سبيل المثال ، لدي موعد مع أصدقائي على الغداء يوم السبت أو أخطط للقاء أصدقائي في المركز التجاري ، حيث يمكن استخدام موعد الأفلام كاسم أو كفعل فمثلا.,Arabic
لدي موعد مع أصدقائي هذا المساء أو سألتقي مع أصدقائي غدًا.,Arabic
في وقت سابق في فرنسا ، استخدم الجيش موعدًا للإشارة إلى مكان اجتماع للقوات ، والآن هناك شيء مثير وسري بعض الشيء حول كلمة التقاء حتى الآن ، بينما يمكنك استخدام موعد لأي اجتماع.,Arabic
بشكل عام لكنها فازت قد يكون مناسبًا جدًا لعقد اجتماع رسمي ، لذا إذا كان لديك تاريخ ، فربما يمكنك بالتأكيد الاتصال بأن كلمة التقاء الذكية رقم 9 منفرجة ومنفرجة المنفرجة إهانة ستستخدمها عندما تحاول الاتصال بشخص ما غبي أو غير ذكي.,Arabic
لقد سمعت الآن كلمة منفرجة في الهندسة الزاوية المنفرجة والزاوية الحادة ، لذا فإن الزاوية المنفرجة هي زاوية أكبر من 90 درجة ولكنها أقل من 180 درجة.,Arabic
والزاوية الحادة هي هذه الزاوية الحادة التي تقل عن 90 درجة حادة جدًا حيث يتم استخدام كلمة للدلالة على حاد وبالتالي أيضًا حادة عقليًا ومنفرجة تدل على فظة ، وبالتالي فهي بطيئة بعض الشيء في العقل ، لذا فإن الجمل المنفرجة هي الرجل كان بليدًا لدرجة أنه أعطى كلمة المرور الخاصة به إلى متصل مزيف أو طفل منفرج.,Arabic
لم يكن قادرا.,Arabic
للإجابة على سؤال واحد في الاختبار أو واجه الرجل المنفرج صعوبة في فهم التعليمات الأساسية ، افترض الآن في وضعك في الحياة اليومية أن صديقك أو صديقتك غاضب منك ولا تعرف لماذا يمكنك ذلك.,Arabic
قل لهم ربما أكون منفرجًا ولكني لا أعرف لماذا أنت مستاء للغاية ، فالكلمة الذكية رقم 10 هي بطيئة بطيئة بطيئة تعني أن تتحرك بطريقة بطيئة لتكون بطيئًا نوعًا ما.,Arabic
من المعتاد أن تبدو متعبًا ومفتقدًا.,Arabic
في مثال الطاقة ، وجبة غداء ثقيلة تجعلني في فترة ما بعد الظهيرة بطيئًا لها جذور من الكلمة التي تعني شخصًا بطيئًا ، والسلج هو حيوان يتحرك ببطء شديد مثل أمثلة الحلزون.,Arabic
كان الاقتصاد بطيئًا جدًا هذا العام أو تعافى بعد بداية بطيئة.,Arabic
أو كان العمل بطيئًا هذا الربع ، يمكنك استخدامه في حياتك اليومية إذا كنت تشعر بالتعب الشديد يومًا ما يمكنك إخبار والدتك أو يمكنك معرفة ذلك.,Arabic
أصدقاؤك أشعر بالكسل الشديد.,Arabic
اليوم يمكنني أن أفعل مع مشروب طاقة.,Arabic
الكلمات الأخرى التي يمكنك استخدامها بدلاً من الكسل يمكن أن تكون خاملة أو تسحب قدمي ، لذا كانت هذه الكلمات العشر الذكية وقبل ذلك.,Arabic
أعطيك هذه النصيحة السرية لتبدو بطلاقة للغاية وأريد أن أذكرك أنه في.,Arabic
إذا كنت تبحث عن كلمات ذكية لاستخدامها في مكالمة هاتفية ، فأنا أضع رابطًا لمقطع فيديو.,Arabic
في مربع الوصف لذلك ، والآن النصيحة السرية للتحدث بطلاقة هي عدم استخدام أكثر من كلمة أو جملة ذكية أعرفها في بعض الأحيان.,Arabic
نحن متحمسون جدا لأن.,Arabic
نحن' لقد تعلمنا الكثير من هذه الكلمات الذكية ونميل إلى كتابة اثنين وثلاثة أربعة منها في جملة واحدة لا تبدو طبيعية.,Arabic
لذلك تأكد واحدًا تلو الآخر من نطقك للكلمة.,Arabic
انتقل إلى google واكتب الكلمة وفي الجزء العلوي الأيمن سترى رمز مكبر صوت صغيرًا ، انقر فوق هذا مكبر الصوت.,Arabic
وسماع النطق مرة أو مرتين.,Arabic
وأنت على استعداد للذهاب وإذا أعجبك هذا الفيديو ، فلا تنس أن تقدم لنا تعليقًا رائعًا.,Arabic
بالنسبة لي تحته يخبرني أي من هذه الكلمات العشر ما هو المفضل لديك وأيضًا.,Arabic
إذا لم تكن قد ضغطت بالفعل على زر الاشتراك ورمز الجرس المجاور له وسعد بالمشاهدة.,Arabic
مرحباً يا رفاق ، أهلاً بكم في قناتي في هذا الفيديو.,Arabic
سأقدم لك أفضل 50 عبارة إنجليزية يمكنك استخدامها في حياتك اليومية.,Arabic
لذلك إذا كنت على وشك الشروع في رحلتك.,Arabic
لدولة ناطقة باللغة الإنجليزية ، يمكنك استخدام هذا تمامًا.,Arabic
عبارات إذا كنت تتعلم اللغة الإنجليزية لفترة من الوقت وتريد استئناف التعلم.,Arabic
هذا هو أفضل فيديو نبدأ به ، لذا دعنا ننتقل إلى 50 عبارة باللغة الإنجليزية ونأمل أن تكون 10 دقائق.,Arabic
العبارة رقم واحد هذه طريقة أخرى للسؤال.,Arabic
كيف حالك؟ كيف الحال أو كيف تسير الأمور؟ كيف تجري الامور؟.,Arabic
حتى تلتقي بشخص ما وتوقيت كيف تسير الأمور ؟.,Arabic
العبارة الثانية عندما لم ترَ شخصًا ما منذ فترة ، فأنت تخبره بعدم رؤيته لفترة طويلة ، وهذا يعني أنك لم ترَ هذا الشخص ربما أسابيع أو شهورًا منذ وقت طويل بدون رؤية رقم العبارة.,Arabic
ثلاثة إذا كنت تريد أن تسألك ماذا كنت تفعل.,Arabic
تسأل ماذا كنت تفعل فماذا كان يجري في حياتك ؟.,Arabic
ماذا كنت تفعل لتربيهم من قبل إذا كان كل شيء يسير؟ حسنًا ، يمكنك الإجابة فقط لا يمكنك الشكوى من كل شيء رائع حقًا.,Arabic
لا يمكنك الشكوى من العبارة التالية يخبرك شخص ما بشيء ما ولم تذكره حقًا في المحادثة كما يظنون بطريقة ما أن لديك وظيفة جديدة ، وأنت تسأله.,Arabic
كيف علمت بذلك؟.,Arabic
من أين حصلت على الأخبار مثل كيف لك.,Arabic
تعرف على ما إذا كان شخص ما يقول نكتة رائعة يمكنك أن تقول إنها جيدة.,Arabic
هذه مزحة رائعة لذا فإن العبارة جيدة.,Arabic
إذا كنت تريد أن تشكر شخصًا ما ، فيمكنك أن تقول إنه لطف منك ، شكرًا جزيلاً لك على القيام بذلك ، هذا لطف منك ، إنه لطف منك إذا كان هناك شخص ما.,Arabic
كان يحاول مساعدتك ، لكن لم يستطع الوصول إلى النتيجة التي يمكنك قولها.,Arabic
شكرا لك على أي حال لا يهم ، لكن شكرا لك على أي حال.,Arabic
شكرا على مجهودك.,Arabic
لا ، شكرًا على أي حال ، وعبارة أخرى أستخدمها في رسالتي الإلكترونية أحيانًا عندما لا أطلب شخصًا.,Arabic
أسأل ثم أقول في النهاية.,Arabic
شكرًا لك مقدمًا ، مما يعني أنني أتمنى حقًا أن تفعل ذلك.,Arabic
افعل ذلك شاكرا لكم مقدما.,Arabic
شكرًا لك مقدمًا إذا ارتكب شخص ما خطأ ، وهو منزعج حقًا من ذلك.,Arabic
يمكنك فقط أن تقول لا تقلق.,Arabic
لا تقلق ولا تقلق مما يعني لا تقلق بشأنه.,Arabic
لا بأس.,Arabic
لا تقلق تخيل أنك عدت إلى المنزل وهناك جميع أصدقائك جالسين على أريكتك.,Arabic
وأنت مثل ما يحدث هنا مثل ماذا تفعل هنا ؟.,Arabic
ما الذي يحدث إذا لم تلتقط شيئًا أو لم تفهم الشخص الذي يمكنك دائمًا سؤاله هل فهمتك بشكل صحيح ؟.,Arabic
ثم انطلق وشرح من أين حصلت ، هل فهمتك بشكل صحيح ؟.,Arabic
إذا طلبت من شخص ما ألا ينزعج ولا يبكي ، يمكنك القول لا تأخذ الأمر على محمل الجد.,Arabic
لا تأخذ الأمر على محمل الجد على محمل الجد لا تنزعج ولا تأخذ الأمر على محمل الجد.,Arabic
طريقة أخرى للسؤال عما إذا لم تلتقط جزءًا من العبارة ، يمكنك القول إنني لم أفهم الكلمة الأخيرة.,Arabic
أنا آسف.,Arabic
هل يمكنك تكراره لأنني لم أفهم الكلمة الأخيرة إذا كان يريد من شخص ما أن يكرر العبارة بأكملها مرة أخرى.,Arabic
يمكنك أن تقول آسف.,Arabic
لم أكن أستمع لأنك ربما كنت مشغولاً.,Arabic
ربما كنت تتحدث على الهاتف وكان شخص ما يتحدث معك ، وأنت مثل.,Arabic
يا إلهي.,Arabic
آسف لم أكن أستمع.,Arabic
ممكن تكررها ؟.,Arabic
أنا آسف.,Arabic
لم أكن أستمع إلى عبارة أخرى أستخدمها طوال الوقت.,Arabic
لا يهم مثل لا تقلق إذا أسقطت قهوتك فوقي.,Arabic
يبدو الأمر كما لو أنه لا يهم.,Arabic
سأكون بخير.,Arabic
أنا' م ذاهب إلى الغسيل على أي حال.,Arabic
لا يهم إذا كنت ترغب في أن يحالف الحظ شخص ما.,Arabic
وأنا أفعل ذلك دائمًا ، يمكنك أن تقول إن الأصابع متقاطعة وأنت تتخطى الأصابع هكذا.,Arabic
تشابك الاصابع.,Arabic
"عبارة أخرى يستخدمها الأمريكيون هي ""يا سيئة"" التي تفسرها و.",Arabic
الموقف هو أنك لم تحصل على شيء ثم تحصل على تأثير إضافي ، وتحصل عليه.,Arabic
وأنت مثل هذا ما يفسر ذلك.,Arabic
هناك طريقة أخرى لإخبار الشخص بأنه لا ينزعج ، وهي أن تقول أن الأشياء تحدث كما لو كانت على ما يرام.,Arabic
تحدث الأشياء فلا تنزعج إذا لم يكن لديك اسم شخص تريد التحدث معه.,Arabic
يمكنك أن تقول آسف لإزعاجك تعلم أنك ترى.,Arabic
شخص ما مشغول ، يمكنك دائمًا أن تقول آسف لإزعاجك ثم يمكنك المضي قدمًا والسؤال.,Arabic
آسف لإزعاجك.,Arabic
إذا كنت في وسط شيء ما في شخص ما ' أسألك شيئًا يمكنك قوله ، أنت في منتصف شيء ما وشخص ما يطلب منك شخص ما أن تفعل شيئًا تقوله ، أنا آسف.,Arabic
سأكون معك بعد دقيقة وسأكون معك ومن ثم تستأنف القيام بشيء ما وتقول أين كنا.,Arabic
مثل متى توقفنا عن مكان وجودنا وعليك تكراره لأنه الصوت الذي يخطئ به شخص ما.,Arabic
لذا فهذه طريقة رائعة للتدرب على أين كنا مرة أخرى إذا كنت في منتصف محادثة؟ ولم تفهم ما كان يقوله الشخص الآخر ، يمكنك أن تقوله بعلامة استفهام.,Arabic
ما يعني الذي يدفع الشخص للتكرار مرة أخرى؟ كنت تقول .,Arabic
إذا حصل شخص ما على وظيفة أحلامه في كل ما يمكنك قوله محظوظًا أو دخل أي شخص إلى الجامعة ، فإن أحلامه مثل محظوظ ، فهذه طريقة لتهنئة الشخص المحظوظ أو مجرد التأكيد على أنه محظوظ لك بطريقة أخرى إن كنت غاضبًا حقًا هو أن أقول إنني شعرت بالخوف كما لو كنت غاضبًا جدًا.,Arabic
أوه ، هذا جنوني تقريبًا.,Arabic
لقد أخافت عبارة أخرى يستخدمها المتحدثون الأصليون مفيدة لك ويمكن أن يكون هذا إيجابيًا وسلبيًا عندما تقول إنني حصلت على ترقية وإذا قالوا جيدًا لك ، فأحب التهنئة وأحيانًا إذا قلت أنني سأغادر هذا المكان.,Arabic
إنها جيدة بالنسبة لك ، سيكون أفضل بدونك وهذا معنى سلبي ، لذا استمع حقًا إلى التنغيم.,Arabic
إذا فاجئك شيء ما ، يمكنك أيضًا أن تقول إنه يجب أن تمزح معي مثل يا إلهي.,Arabic
لا أستطيع أن أصدق أنه يجب عليك أن تمزح لي أن تخبر أحدًا أن يبتسم ولكي تكون سعيدًا يمكنك دائمًا أن تقول ابتهج ابتهج.,Arabic
إذا كنت تريد شخصًا يبدو وكأنه يبكي ويشكو من شيء لا يحدث ، يمكنك أن تقول تعال ، هل يمكنك فعل ذلك أنا؟ هيا.,Arabic
يمكنك القيام بذلك ، يمكنك تمرير التوفل ، يمكنك تمرير gmat التي ستحصل عليها.,Arabic
يمكنك القيام بذلك إذا كان هناك شخص ما يقوم بعمل جيد حقًا ، يمكنك إخبارهم بمواصلة العمل الجيد ، واستمر في العمل الجيد مثل أن تكون جيدًا مثلك واستمر في العمل الجيد ، استمر في أن تكون عبارة أخرى عامية ، وهذا ما يفعله الأمريكيون قل.,Arabic
هذا مضاء مما يعني أن الكثير من الأمريكيين قالوا إن هذا مذهل في كاليفورنيا أوه هذا مضاء وربما سمعته في الأغاني التي يضيء إذا كان شخص ما ناجحًا بعد الفشل ، لذلك يمكنك أن تقول هناك تذهب ، أخبرتك أنك ستصل إلى هناك تذهب إذا سألك شخص ما إذا كنت متعبًا وتريد أن تقول أنك لست متعبًا على الإطلاق لا أستطيع أن أقول لا قليلا ناه.,Arabic
أريد أن أستمر ، لست متعبًا من ذلك عندما يسألك أحدهم ، هل أنت متأكد وأنت متأكد تمامًا من أنه لا يوجد مكان لذلك؟ لا يوجد مجال للشك في أمريكا إذا كنت تريد إرسال رسالة نصية إلى شخص ما أو إرسال رسالة تقولها نصًا إلى نص ، لذلك سأرسل لك رسالة نصية تعني أنني سأرسل لك رسالة عبر whatsapp أو برقية أو رسول مهما كان ما سأستخدمه أرسل لك رسالة نصية مرة أخرى لتشجيع شخص ما لتخبره ألا ينزعج ، يمكنك القول إن الأمر لا يستحق ذلك مثل لماذا تبكي؟ لا يستحق كل هذا العناء.,Arabic
"أنت أفضل بكثير من المشكلة التي تبكي عليها "" لا تستحق دموعك.",Arabic
لا يستحق كل هذا العناء ، أنا شخصياً أحب العبارة التي تعني أنك رائع.,Arabic
يا إلهي.,Arabic
أنت صخرة لا ، لقد قمت بعمل رائع.,Arabic
إذا كان شخص ما لا يعمل بشكل جيد حقًا ، وتريد منه أن يعمل بجدية أكبر ، يمكنك أن تقول إنه يجب عليك أن تمضي مسافة إضافية مما يعني أنه مثل العمل بجدية أكبر ، يجب أن تقطع ميلًا إضافيًا.,Arabic
طريقة أخرى لقول نفس الشيء تمامًا يمكنك أن تقوله صعد لعبتك مثل العمل بجد والعمل بشكل أفضل تصعيد لعبتك.,Arabic
إذا كان هناك من يبكي ولا يريد ذلك.,Arabic
إنها تغرق وتقول إنها تجمع بين نفسك مثل خذ نفسك حرفيًا واجمع نفسك معًا ، توقف عن العمل ، توقف عن البكاء ، اجمع نفسك معًا.,Arabic
مهلا تهدئة نفسك معا عبارة أخرى.,Arabic
أحبك بعتني لأن الناس في بعض الأحيان يصفون رحلتهم أو شخص اشتروه ويصفون أنه جيد جدًا.,Arabic
وهم يشبهونني أريد أن أشتري نفس الشيء وأقول لهم إنك بعتني بعتني لن أشتري هذا جيدًا ، لقد بعتني إذا لم تكن مهتمًا بالمحادثة.,Arabic
أنت تحب الجلوس ، يمكنك القول أنني لا أستطيع أن أهتم كثيرًا ، فهذا ممل جدًا.,Arabic
أنا لست مهتم.,Arabic
لا يمكنني أن أقلل من اهتمامك إذا سألك أحدهم شيئًا وهذا قرار سهل حقًا بالنسبة لك كما يخبرك أحدهم بأنك تأخذ مليون دولار وتقول إن هذا أمر غير منطقي.,Arabic
أنا سأخذه.,Arabic
هذا أمر لا يحتاج إلى تفكير يعني أنه قرار سهل حقًا بالنسبة لك إذا كنت قد فعلت شيئًا خاطئًا وتعترف أنه يمكنك القول إنني أفسدت نعم يا رفاق.,Arabic
أنا أعلم.,Arabic
أنا آسف.,Arabic
انا ثمل.,Arabic
هذا هو خطأي.,Arabic
لقد أخفقت في الأمر إذا كنت تريد أن يعمل شخص ما بدلاً مني.,Arabic
هل يمكنك تغطيني مثل هل يمكنك العمل بدلاً مني بينما أنا م رؤية صديقي.,Arabic
هل يمكنك أن تغطيني لقد حان وقت المغادرة ، ومن الأفضل أن أذهب يا رفاق مما يعني أنني يجب أن أذهب بالفعل.,Arabic
أنت تعلم.,Arabic
إنها في الواقع الساعة 1 9 مساءً.,Arabic
الآن.,Arabic
من الأفضل أن أذهب بطريقة أخرى لأقول وداعًا.,Arabic
أستطيع أن أقول اعتني بنفسك ، مما يعني اعتني بنفسك سوف اراك لاحقا.,Arabic
اعتن بنفسك.,Arabic
لا أعرف ما هو اليوم الذي تشاهد فيه هذا الفيديو ، لكن إذا كان يوم الجمعة على سبيل المثال عطلة نهاية الأسبوع.,Arabic
يمكنك أن تقول الحمد لله هو يوم الجمعة أو تعتقد أن السماء قالت اكتشاف السبت نهاية الأسبوع.,Arabic
أنا سعيد جدًا لأن هذا كان عبارة عن 50 عبارة باللغة الإنجليزية ، أخبرني ما إذا كان هذا مفيدًا من خلال الإعجاب بهذا الفيديو والتعليق أدناه إذا كنت تعرف أي عبارات رائعة أخرى.,Arabic
سيكون ذلك رائعًا ، فهناك زر أحمر في مكان ما.,Arabic
أهلا ومرحبا.,Arabic
في هذا الفيديو سأعطيك 100 جملة شائعة ومفيدة للغاية يمكنك استخدامها في المحادثة.,Arabic
عندما تسمع جملة تدرب عليها بعدي.,Arabic
حاول نسخ النطق الخاص بي بما في ذلك نبرة الصوت التي أستخدمها بالضبط.,Arabic
حسنا لنبدأ.,Arabic
تحياتي الأساسية كيف الحال؟ كيف هي الأمور؟ ماذا تفعل؟ تشرفت بمقابلتك.,Arabic
وقت طويل لا رؤية.,Arabic
كيف كان حالك؟ عظيم شكرا.,Arabic
ماذا عنك؟ ليس كثيرا.,Arabic
المعتاد.,Arabic
علي أن أذهب.,Arabic
كان من دواعي سروري أن أراك لاحقًا.,Arabic
ابق على تواصل.,Arabic
طلب للحصول على معلومات.,Arabic
هل يمكن أن تخبرني ماذا تعني هذه الكلمة؟ هل تعرف أين توجد المكتبة؟ متردد.,Arabic
هذا سؤال جيد.,Arabic
دعنى ارى.,Arabic
دعني أفكر للحظة.,Arabic
يطلب التكرار.,Arabic
عفوا؟ آسف ، لم أفهم ذلك.,Arabic
"هل تمانع من تكرار ذلك؟ هل يمكنك التحدث ببطء أكثر ، من فضلك؟ قائلا ""لا أعرف"".",Arabic
أخشى أنه ليس لدي فكرة.,Arabic
لا أستطيع مساعدتك هناك ، آسف.,Arabic
يضربني.,Arabic
الآراء.,Arabic
ما رأيك في ذلك؟ ما هي وجهة نظرك حول هذا؟ أعتقد أن هذه فكرة جيدة.,Arabic
بصراحة لا أعتقد أنها ستنجح.,Arabic
بقدر ما أشعر بالقلق ، هذا هو أفضل مطعم في المدينة.,Arabic
تجنب السؤال.,Arabic
ليس لدي رأي في الموضوع.,Arabic
اسمحوا لي أن نعود اليكم في هذا الشأن.,Arabic
ليس لدي الحرية في القول.,Arabic
الاتفاق والاختلاف.,Arabic
لا يمكن اقبل المزيد.,Arabic
